Epoch,Loss
1,9.066941039671294
2,5.098419795464707
3,4.9256074013088895
4,4.797700454858917
5,4.722822116114694
6,4.676312806850274
7,4.629012078172732
8,4.5972580103319665
9,4.573737919451054
10,4.548331335452513
11,4.533676535378435
12,4.512762615747713
13,4.504557617442607
14,4.489573435509181
15,4.4756494475576165
16,4.468722703153325
17,4.461483303575903
18,4.450089246040098
19,4.443145359414434
20,4.4358224954408865
21,4.429704261947462
22,4.421759243268159
23,4.419443587268645
24,4.413262148234591
25,4.403820304513174
26,4.333427567331313
27,4.331195675645619
28,4.330206354904455
29,4.32797497980695
30,4.327748743549945
31,4.326793608695252
32,4.325946150950905
33,4.324664328831118
34,4.323837178913784
35,4.322897332546445
36,4.322376134595778
37,4.3218844420721965
38,4.321192355141052
39,4.320243341244255
40,4.319547764720142
41,4.319112594482895
42,4.3181793048892985
43,4.317625218775481
44,4.317131166486163
45,4.3166833879447
46,4.315736491912738
47,4.315672658546738
48,4.314658227637917
49,4.3142094075099395
50,4.31400523798093
51,4.305593737911131
52,4.305372745023149
53,4.305224721886844
54,4.305143450718252
55,4.305116937328257
56,4.305101043727278
57,4.304937158024269
58,4.304926973525466
59,4.304739102970343
60,4.3046691705916444
61,4.304608537041263
62,4.304388015230373
63,4.304636830576593
64,4.304531909515813
65,4.304240006548986
66,4.3043840090930185
67,4.304196126908256
68,4.30433117458537
69,4.304173380777105
70,4.30398182783104
71,4.304056986780393
72,4.303959779565921
73,4.303999070623616
74,4.303837633803117
75,4.3039306882284984
76,4.302887906818821
77,4.302898905282946
78,4.302788413449199
79,4.302784296534592
80,4.302852119568098
81,4.30251110460792
82,4.302860378102084
83,4.302832639920411
84,4.302556403086681
85,4.302644133348796
86,4.3028457723907
87,4.302813434412478
88,4.302670478317069
89,4.302852234616123
90,4.302789009517548
91,4.302845780932244
92,4.302850394877094
93,4.30250263130886
94,4.302799705063489
95,4.3024846984471505
96,4.302646088135849
97,4.302521523276432
98,4.3026963807457665
99,4.302804087773417
100,4.302533995134962
